Laufende Nummer;Regionalschlьssel;Gde. Schl. Nr.;Vgem-Schl. Nr.;Bezeichnung;Spalte001;Spalte002;Spalte003;Spalte004;Spalte005;Spalte006;Spalte007;Spalte008;Spalte009;Spalte010;Spalte011;Spalte012;Spalte013;Spalte014;Spalte015;Spalte016;Spalte017;Spalte018;Spalte019;Spalte020;Spalte021;Spalte022;Spalte023;Spalte024;Spalte025;Spalte026;Spalte027;Spalte028;Spalte029;Spalte030;Spalte031;Spalte032;Spalte033;Spalte034;Spalte035;Spalte036;Spalte037;Spalte038;Spalte039;Spalte040;Spalte041;Spalte042;Spalte043;Spalte044;Spalte045;Spalte046;Spalte047;Spalte048;Spalte049;Spalte050;Spalte051;Spalte052;Spalte053;Spalte054;Spalte055;Spalte056;Spalte057;Spalte058;Spalte059;Spalte060;Spalte061;Spalte062;Spalte063;Spalte064;Spalte065;Spalte066;Spalte067;Spalte068;Spalte069;Spalte070;Spalte071;Spalte072;Spalte073;Spalte074;Spalte075;Spalte076;Spalte077;Spalte078;Spalte079;Spalte080;Spalte081;Spalte082;Spalte083;Spalte084;Spalte085;Spalte086;Spalte087;Spalte088;Spalte089;Spalte090;Spalte091;Spalte092;Spalte093;Spalte094;Spalte095;Spalte096;Spalte097;Spalte098;Spalte099;Spalte100;Spalte101;Spalte102;Spalte103;Spalte104;Spalte105;Spalte106;Spalte107;Spalte108;Spalte109;Spalte110;Spalte111;Spalte112;Spalte113;Spalte114;Spalte115;Spalte116;Spalte117;Spalte118;Spalte119;Spalte120;Spalte121;Spalte122;Spalte123;Spalte124;Spalte125;Spalte126;Spalte127;Spalte128;Spalte129;Spalte130;Spalte131;Spalte132;Spalte133;Spalte134;Spalte135;Spalte136;Spalte137;Spalte138;Spalte139;Spalte140;Spalte141;Spalte142;Spalte143;Spalte144;Spalte145
1810;9679170;170;;Ochsenfurt, St;63,5749;391,79;24,53;46,66;360,61;338,62;4376,58;854,81;55,43;247,08;818,9;11427;11020;11155;5515;-2,380327295;1,225045372;179,7546012;175,4758534;497;860;377;921;658;2727;2603;2512;81;87;142;147;-60;772;861;693;742;119;442;359;249;2;606;44;1;572;38;0;0;0;0;0;3931;2129;1802;211;11;1740;734;450;996;2674;68,02340371;4514;3258;72,17545414;-584;2;15;24;49;14;10;114;112;1847;462;4531;557;85;124;10;1385;65497;10943;99,8;10909;99,5;10907;99,5;483;122,9;8;94;15;44;11;8;1;2;33;2;16;15;3129;5506;392;2219;2895;27443;212;8592;16511;48;39;9;50;3;209;202;138;47;128;158;5607;174069,197;31044,97895;29166,741;5201,844302;5946;529,804865;142913;24035,14968;10458,499;129,067;1301,349;3295,267;5718,881;350,0027118;330,0001522;350,0000877;938,992548;532,5254983;983,3821153;133,5559169;21,62776025
1811;9679174;174;647;Prosselsheim;20,0369;50,52;20,39;5,36;95,54;80,2;1582,28;212,34;1,99;35,27;172,29;989;1177;1182;616;19,51466127;0,424808836;49,35129741;58,98203593;65;115;39;88;61;334;279;201;14;13;9;11;2;110;66;113;69;-3;52;43;30;0;0;0;0;0;0;0;0;0;0;0;28;13;15;Х;Х;Х;0;5;Х;20;71,42857143;494;486;98,3805668;-466;0;3;4;6;6;2;21;21;385;131;1199;0;3;5;0;0;0;1136;98,5;1127;97,7;1127;97,7;Х;94,1;0;0;0;1;0;0;0;0;0;0;0;0;370;545;16;172;357;3020;0;0;0;9;9;0;12;0;0;0;0;Х;5;Х;509;17352,907;34092,15521;2540,257;4990,681729;555;467,1717172;15458;27852,25225;810,991;58,683;77,915;82,257;589,324;349,9910539;329,9944941;300;686,1175973;226,2284264;714,2368866;243,3971211;266,4378698
1812;9679175;175;;Randersacker, M;16,2618;85,12;1,03;16,08;124,98;121,66;941,33;304,83;49,74;103,07;228,33;3507;3313;3403;1663;-2,965497576;2,716571084;215,6826568;209,2865929;169;231;96;250;185;889;792;791;26;36;36;22;14;215;246;239;226;20;201;166;66;1;86;6;0;0;0;0;0;0;0;0;312;112;200;22;13;Х;102;Х;76;236;75,64102564;1253;1177;93,93455706;-941;13;12;7;3;3;0;38;25;177;Х;291;Х;30;30;1;Х;Х;3378;99;3378;99;3378;99;Х;111,9;0;0;5;12;8;6;2;0;11;1;1;9;1020;1826;183;730;913;8748;208;23826;38733;20;15;5;20;0;0;0;0;Х;10;6;1711;56738,399;33160,95792;8849,892;5172,350672;1757;516,7647059;46943;26717,70063;2677,159;41,552;334,39;315,737;1980,395;430,0113836;360,0004306;330,0008722;789,4895311;255,1961073;809,582719;218,9267432;250,1473559
1813;9679176;176;;Reichenberg, M;34,7859;161,87;8,59;21,51;178,8;162,67;2445,76;600,92;2,13;59,01;372,09;3732;3995;4075;2035;9,190782422;2,002503129;107,2722047;117,1313596;234;330;142;294;213;1048;945;869;36;45;39;41;4;235;209;175;199;10;236;208;118;1;117;6;0;0;0;0;0;0;0;0;962;430;532;41;Х;255;235;Х;353;804;83,57588358;1541;1383;89,74691759;-579;0;7;11;22;12;4;56;56;1166;379;2542;103;32;30;3;184;5304;3986;99,6;3973;99,2;3973;99,2;Х;109,3;3;29;17;32;3;3;0;0;6;0;2;4;1276;1905;100;575;1230;10369;Х;Х;Х;19;15;4;21;0;0;0;0;0;17;7;1952;65726,487;33671,35605;10037,459;5142,140881;2059;512,8268991;53956;26204,95386;4412,925;58,678;390,462;1681,647;2274,45;300,0051127;300;379,9997153;1083,724214;658,047888;1105,043959;136,0709468;137,8059113
1814;9679177;177;649;Remlingen, M;20,4435;64,08;15,24;10,7;96,28;96,28;1215,96;606,84;0,96;34,29;174,9;1371;1500;1470;738;7,221006565;-2;67,07436399;71,91780822;60;139;42;91;67;382;353;336;9;7;12;8;-1;72;69;65;82;-13;62;47;25;0;0;0;0;0;0;0;0;0;0;0;308;172;136;45;Х;Х;152;37;23;236;76,62337662;589;517;87,77589134;-281;2;2;7;3;4;4;22;20;Х;Х;Х;Х;17;12;1;Х;Х;1481;100;1451;98;1451;98;76;111;2;Х;4;7;2;1;1;0;3;1;0;2;498;727;35;242;450;3956;0;0;0;6;4;2;6;0;0;0;0;Х;5;Х;697;20652,693;29630,83644;2875,553;4125,61406;732;488,6515354;17716;24202,18579;1073,54;26,93;101,283;256,996;684,611;299,9888604;300;319,9996022;722,9225589;362,7589226;780,1387205;307,4544227;272,0997305
1815;9679179;179;654;Riedenheim;23,9866;44,07;26,92;3,83;111,36;108,35;1420,77;757,14;2,51;32,06;186,68;755;767;731;392;-3,178807947;-4,693611473;31,47144644;30,4710296;27;67;27;66;38;169;195;142;1;4;6;7;-3;8;21;17;24;-3;54;19;13;0;0;0;0;0;0;0;0;0;0;0;53;26;27;0;Х;37;0;Х;Х;36;67,9245283;317;300;94,63722397;-264;0;5;10;23;8;0;46;46;1043;269;2411;0;3;2;0;0;0;755;100;735;97,4;735;97,4;Х;112,5;1;Х;0;0;0;0;0;0;0;0;0;0;222;309;10;80;219;1941;0;0;0;4;3;1;7;0;0;0;0;0;Х;4;331;9558,748;28878,39275;1140,893;3446,806647;364;489,9057873;8442;23192,30769;480,285;51,817;51,114;71,547;304,457;380,0014667;380,0014869;340,0055371;664,2946058;267,9681881;669,1258645;295,8934754;370,046133
1816;9679180;180;;Rimpar, M;36,4104;189,16;16,82;16,74;175,96;175,96;1829,65;1315,27;8,53;88,91;400,49;7016;7597;7530;3730;7,326111745;-0,881927076;192,6943147;206,8113156;405;579;230;582;460;1931;1774;1569;68;67;73;66;1;445;436;501;455;-19;427;372;172;2;332;21;0;0;0;0;0;0;0;0;1386;783;603;80;4;652;195;353;182;968;69,84126984;3142;2724;86,69637174;-1756;3;4;10;6;2;6;31;28;Х;0;Х;643;44;58;3;458;19130;7606;99,9;7571;99,4;7571;99,4;168;98,3;6;64;10;33;5;2;2;1;8;-1;1;8;2158;3691;212;1524;1955;18121;75;4978;6362;36;27;9;40;1;15;15;9;5;25;10;3628;119352,81;32897,68743;17939,663;4944,78032;4012;517,8778882;107047;26681,70489;7029,087;40,121;696,231;2037,964;4225,906;340,0084746;339,999707;380;935,3409182;440,7728543;940,0427146;231,0090682;195,5045045
1817;9679182;182;654;Rцttingen, St;27,2036;90,59;6,74;8,94;132,08;132,08;1505,88;879,96;11,44;84,73;238,74;1733;1723;1705;841;-1,615695326;-1,044689495;63,71323529;62,68382353;77;118;56;104;83;391;426;450;14;11;41;46;-35;80;142;78;90;52;87;48;38;1;143;9;0;0;0;0;0;0;0;0;1108;689;419;57;Х;852;77;Х;166;905;81,67870036;675;472;69,92592593;433;5;3;5;15;13;1;42;37;1192;394;3550;Х;23;23;6;818;28270;1706;100;1699;99,6;1699;99,6;Х;112,4;3;56;3;5;1;1;0;0;3;0;0;3;512;761;26;252;483;4258;47;1154;2883;4;3;1;3;1;119;114;71;6;9;17;871;26509,612;30435,83467;3644,276;4184,013777;904;545,5642728;21469;23748,89381;1555,881;47,052;227,277;330,903;948,309;380,0032305;379,998328;380,0018293;919,5514184;355,7109929;915,3156028;12,33898305;0
1818;9679185;185;;Rottendorf;14,8338;144,79;3,76;11,68;152,15;118,35;945,88;184,56;1,73;38,83;313,47;4286;5384;5354;2604;24,91833878;-0,557206538;289,008766;361,0249494;284;470;191;438;315;1368;1172;1116;49;47;49;43;4;286;353;310;291;62;348;259;143;1;163;12;0;0;0;0;0;0;0;0;4429;1975;2454;182;Х;447;1023;2797;Х;4022;90,81056672;2105;1698;80,66508314;2324;1;1;3;6;5;3;19;18;414;Х;4872;0;55;32;1;Х;Х;5312;100;5312;100;5312;100;Х;111,9;3;27;10;18;7;3;0;4;43;6;25;12;1373;2525;197;916;1412;12420;Х;Х;Х;19;18;1;28;1;30;29;27;3;20;3;2605;86734,005;33295,20345;13018,785;4997,614203;2867;545,1606769;76945;26838,15835;14139,69;22,693;580,62;10020,727;3510,64;260,0022915;274,999408;319,99999;2667,866038;2978,677736;3128,087736;0;0
1819;9679187;187;646;Sommerhausen, M;7,2164;47,83;16,67;22,27;67,06;67,06;380,84;125,78;16,08;45,11;138,32;1403;1663;1800;860;28,29650748;8,238123873;194,3213296;249,3074792;108;117;53;125;94;477;446;380;11;30;13;19;11;164;142;102;113;29;100;81;33;0;0;0;0;0;0;0;0;0;0;0;262;106;156;25;24;37;72;43;86;202;77,09923664;608;548;90,13157895;-346;20;4;11;3;1;0;39;19;Х;0;Х;Х;22;22;0;0;0;1702;100;1702;100;1702;100;Х;112,7;1;Х;1;3;2;0;1;1;10;1;3;6;548;912;56;335;521;4677;283;20001;36249;8;5;3;7;0;0;0;0;0;0;15;850;34318,441;40374,63647;6353,212;7474,367059;865;522,027761;27274;31530,63584;1679,196;19,726;176,033;378,447;1102,365;320,0194679;320,0018179;350;946,5591883;409,2609921;985,1730552;112,68;147,9727273
1820;9679188;188;644;Sonderhofen;18,7997;40,53;13,76;4,95;83,28;83,28;1698,61;12,24;2,32;24,28;143,1;791;812;848;452;7,206068268;4,433497537;42,07446809;45,10638298;37;93;41;76;55;200;203;143;9;2;4;2;0;44;48;33;45;3;50;37;16;0;0;0;0;0;0;0;0;0;0;0;89;54;35;Х;Х;36;38;Х;Х;68;76,40449438;325;304;93,53846154;-236;0;6;12;24;8;1;51;51;1164;286;1110;0;7;5;0;0;0;825;99,4;825;99,4;825;99,4;Х;96,3;5;26;3;4;1;1;0;0;2;0;0;2;236;325;6;71;248;2026;0;0;0;3;2;1;2;0;0;0;0;Х;0;Х;313;9361,119;29907,72843;1095,907;3501,300319;340;411,622276;7777;22873,52941;474,769;62,355;49,566;86,181;274,402;349,9943871;349,9929389;300;565,874851;341,2109654;608,7306317;327,3679131;410,2579882
1821;9679192;192;654;Tauberrettersheim;8,5585;31,99;0,53;5,68;53,26;53,26;546,9;189,07;7,29;21,13;91,7;754;858;868;435;15,1193634;1,165501166;88,08411215;101,4018692;42;96;30;83;45;220;169;183;8;4;6;8;-4;81;32;71;38;-6;62;35;28;0;0;0;0;0;0;0;0;0;0;0;35;16;19;Х;0;Х;Х;Х;Х;24;68,57142857;351;340;96,86609687;-316;14;0;3;4;5;0;26;12;227;47;2631;0;1;0;0;0;0;870;98,5;870;98,5;870;98,5;Х;75,6;2;Х;2;3;0;0;0;0;1;0;0;1;267;352;5;116;231;1991;Х;Х;Х;1;1;0;2;0;0;0;0;0;6;Х;337;17457,66;51803,1454;4070,217;12077,79525;356;416,8618267;9065;25463,48315;385,56;19,005;62,808;36,83;266,017;395,0322178;394,9940255;395,0130776;440,1369863;138,1426941;432,1369863;441,7274827;461,6647662
1822;9679193;193;;Theilheim;9,6928;57,24;0,68;4,72;73,79;73,79;666,52;125,42;0,39;40,52;137,44;2067;2370;2313;1132;11,90130624;-2,405063291;213,3126935;238,6996904;129;220;62;148;113;654;606;381;17;25;11;15;10;89;123;95;116;7;150;137;62;1;86;4;0;0;0;0;0;0;0;0;116;68;48;6;Х;44;Х;11;Х;65;56,03448276;994;943;94,86921529;-878;5;0;5;1;1;2;14;9;Х;Х;2280;Х;11;14;0;0;0;2307;100;2303;99,8;2303;99,8;Х;95;4;19;6;8;4;1;3;0;7;2;2;3;683;1107;72;396;639;5547;0;0;0;8;6;2;10;0;0;0;0;0;4;Х;1069;36278,908;33937,23854;5311,976;4969,107577;1224;509,1514143;32971;26937,0915;1578,512;19,427;163,605;160,585;1232,093;299,9845584;300;329,9988371;687,2059208;213,8084458;721,2755768;278,5028322;313,4163763
1823;9679194;194;;Thьngersheim;11,0564;73,52;6,17;14,98;100,72;87,88;468,08;359,18;38,86;44,13;192,48;2453;2593;2689;1365;9,620872401;3,702275357;221,7902351;243,1283906;152;213;94;225;121;686;606;592;21;23;22;23;0;120;166;96;137;29;174;136;76;1;89;6;0;0;0;0;0;0;0;0;310;180;130;17;Х;147;36;Х;95;217;70;1025;932;90,92682927;-715;20;9;4;2;1;1;37;17;0;0;Х;0;14;8;3;84;2575;2629;100;2623;99,8;2623;99,8;Х;107,3;3;14;4;5;15;12;1;2;25;2;8;15;840;1266;59;444;763;6579;59;3921;9350;14;10;4;14;1;33;28;19;Х;5;7;1264;42237,305;33415,5894;6597,787;5219,768196;1403;530,2343159;36746;26191,01924;2069,08;31,316;233,643;490,422;1309,504;600,0383215;350,000749;380;779,3145009;327,2489642;779,0263653;257,7433561;286,9642454
1824;9679196;196;649;Uettingen;13,5256;69,57;16,23;10,74;95,24;95,24;679,66;448,85;3,91;28,36;191,54;1401;1834;1920;996;37,04496788;4,689203926;103,5476718;141,9068736;103;173;72;154;116;542;451;309;17;25;19;9;16;161;155;121;131;24;70;40;28;0;0;0;0;0;0;0;0;0;0;0;292;152;140;30;Х;80;112;Х;33;205;70,20547945;808;722;89,35643564;-517;3;2;7;1;0;2;15;12;Х;0;1813;Х;30;18;1;Х;Х;1835;100;1835;100;1835;100;Х;107,5;1;Х;1;3;4;3;1;0;5;0;1;4;513;867;48;318;501;4483;Х;Х;Х;13;10;3;22;0;0;0;0;Х;9;7;875;26717,376;30534,144;3830,876;4378,144;937;495,243129;24233;25862,32657;1433,837;17,019;175,996;368,425;867,983;320,0263257;330,00075;339,9988023;757,8419662;383,5438689;796,9725159;276,6496469;249,8179883
1825;9679200;200;;Leinach;28,0241;121,78;2,72;12,98;142,73;140,31;1517,51;921,9;0,82;81,97;281,22;2568;3110;3092;1559;20,40498442;-0,578778135;91,64882227;110,3497502;151;259;106;243;177;799;804;553;29;32;14;30;2;184;176;166;173;3;150;109;74;1;95;6;0;0;0;0;0;0;0;0;261;98;163;48;Х;116;42;Х;85;169;64,75095785;1281;1190;92,89617486;-1021;6;5;4;4;5;5;29;23;201;Х;1129;Х;26;21;1;Х;Х;3069;99,7;3039;98,7;3039;98,7;Х;93,7;5;12;11;13;6;6;0;0;9;0;1;8;972;1420;60;478;882;7543;Х;Х;Х;6;6;0;7;0;0;0;0;4;12;Х;1455;44190,549;30371,51134;6418,032;4411,018557;1584;501,7421603;39930;25208,33333;1942,195;33,632;248,345;181,132;1472,026;329,9843014;319,9992269;319,9977581;631,8135979;196,0553025;659,5497723;335,0343924;334,0447036
1826;9679201;201;;Unterpleichfeld;23,9308;118,77;6,61;9,32;135,38;135,38;1840,24;253,27;2,52;26,97;270,68;2376;2786;3041;1577;27,98821549;9,152907394;99,28959465;127,0789804;186;245;90;255;205;878;654;528;29;36;24;23;13;165;340;163;165;175;205;150;72;2;207;19;0;0;0;0;0;0;0;0;490;267;223;92;Х;100;124;98;Х;350;71,42857143;1253;1113;88,82681564;-763;1;3;12;12;10;8;46;45;538;30;7227;0;21;19;0;0;0;2810;100;2806;99,9;2806;99,9;Х;112,1;3;20;10;13;12;10;1;1;20;0;4;16;823;1294;65;387;842;7024;0;0;0;12;8;4;10;0;0;0;0;Х;9;3;1445;47100,759;32595,68097;7499,077;5189,672664;1554;550,8684864;38729;24922,13642;2431,535;101,539;262,955;573,886;1486,635;511,9957644;360,0002738;360,000203;840,1986869;376,6040083;843,4792675;195,7455185;208,1626358
1827;9679202;202;;Veitshцchheim;10,7581;277,77;8,72;35,02;90,32;78,11;333,64;278,75;19,64;31,95;417,07;8535;9689;9673;4731;13,33333333;-0,165135721;793,2156134;898,9776952;487;717;279;760;589;2355;2220;2266;69;89;96;107;-18;720;738;735;744;-6;531;471;233;2;498;35;0;0;0;1;651;51;0;0;3583;2011;1572;151;Х;1408;Х;737;875;3036;84,73346358;3467;2921;84,25151428;115;2;2;1;2;4;1;12;10;0;0;0;0;65;70;10;1203;55072;9719;100;9713;99,9;9713;99,9;178;117,3;6;72;7;15;9;7;1;1;21;7;5;9;2249;4925;436;2442;2047;22458;371;31096;53795;28;21;7;27;1;94;91;71;9;81;48;4846;166384,128;34334,32274;27325,024;5638,676021;5116;513,8609883;140798;27521,11024;9770,108;11,978;1026,56;2876,552;5834,008;299,9749562;299,9997078;314,9999221;1009,308678;585,8722107;1109,791219;72,94782251;81,71882414
1828;9679204;204;;Waldbrunn;6,6227;63,57;4,58;7,55;70,02;70,02;432,31;43,33;1,55;39,36;147,12;2061;2611;2707;1341;31,34400776;3,676752202;311,3293051;408,9123867;167;227;84;188;140;702;693;506;19;20;20;25;-5;186;178;145;139;39;124;119;71;0;0;0;0;0;0;0;0;0;0;0;298;197;101;27;0;Х;Х;130;50;247;82,88590604;1082;1031;95,28650647;-784;1;4;1;0;0;1;7;6;Х;Х;0;Х;25;19;2;Х;Х;2611;100;2609;99,9;2609;99,9;101;102,8;0;0;35;39;12;10;1;1;15;0;3;12;812;1225;90;369;766;6366;Х;Х;Х;16;11;5;24;0;0;0;0;3;13;6;1194;46875,929;39259,57203;8475,417;7098,339196;1328;507,8393881;36635;27586,59639;2175,587;4,752;184,229;492,219;1489,537;275;275,0014927;319,9994803;809,6713807;367,2664682;875,6568664;141,2533232;171,9775533
1829;9679205;205;;Waldbьttelbrunn;19,1561;131,74;54,07;15,62;124,67;124,67;1069,56;446,62;2,45;70,88;277,29;4066;4864;4866;2437;19,67535662;0,0411184;212,2129436;253,9665971;229;435;194;333;248;1292;1171;964;42;38;46;35;3;296;342;314;349;-7;225;167;106;2;490;33;0;0;0;0;0;0;0;0;1357;899;458;141;Х;678;428;154;Х;1157;85,26160648;1950;1751;89,79487179;-594;1;3;1;3;7;3;18;17;0;0;Х;Х;42;43;8;794;21312;4873;99,9;4861;99,7;4861;99,7;Х;110,2;4;34;5;12;7;5;1;1;12;1;3;8;1409;2336;167;868;1301;11598;Х;Х;Х;29;22;7;31;1;38;34;21;10;34;18;2336;81987,547;35097,40882;15341,474;6567,411815;2567;510,1351351;69689;27148,03272;6548,42;27,55;478,152;3156,714;2879,944;300,0108897;300;319,9999837;1347,688825;1081,259724;1515,284626;0;0
1830;9679206;206;646;Winterhausen, M;8,7262;54,05;18,42;6,26;73,8;58,51;460,68;201,95;14,14;43,32;141,2;1209;1466;1459;726;20,67824649;-0,477489768;138,4879725;167,1248568;74;113;48;104;83;360;372;305;12;8;13;14;-6;112;115;92;99;16;77;71;38;0;0;0;0;0;0;0;0;0;0;0;114;73;41;9;Х;75;9;5;Х;83;72,80701754;491;460;93,68635438;-377;4;0;1;2;0;2;9;5;142;Х;88;0;7;10;0;0;0;1448;100;1441;99,5;1441;99,5;28;106;0;0;3;3;1;1;0;0;3;0;1;2;495;692;24;203;465;3649;Х;Х;Х;8;6;2;9;0;0;0;0;Х;4;Х;718;25520,862;35544,37604;4269,3;5946,100279;755;513,9550715;21883;28984,10596;1228,004;9,93;127,152;274,351;811,946;360,0435098;360;340,000816;848,6551486;355,1209399;875,4851417;201,8265734;214,2028986
1831;9679209;209;;Zell a.Main, M;9,9609;82,3;0,38;10,38;58,84;58,84;340,72;475,45;13,45;14,57;154,06;3226;4276;4299;2062;33,26100434;0,537885875;323,8955823;431,626506;198;338;120;364;274;1205;925;875;35;35;68;62;-27;415;497;420;419;78;253;199;101;2;445;30;0;0;0;0;0;0;0;0;716;227;489;68;0;73;187;41;415;601;83,93854749;1677;1563;93,20214669;-962;0;0;1;1;0;0;2;2;0;0;Х;Х;32;45;0;0;0;4271;100;4263;99,8;4263;99,8;4993;108,4;0;0;56;57;3;3;0;0;4;0;1;3;1089;2226;339;912;975;9923;Х;Х;Х;31;26;5;36;2;127;114;103;12;32;38;2132;69911,07;32791,30863;11273,415;5287,718105;2260;521,3379469;62095;27475,66372;3123,494;5,929;296,082;301,588;2513,815;300,0506073;279,9988652;349,9990095;732,8704833;186,3359925;764,0093853;227,4556489;244,6197316
1832;9679444;444;;Gemeindefreie Gebiete;55,1459;3,57;5,54;1,18;258,99;258,99;28,53;5206,54;1,71;8,53;265,53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Х;Х;Х;Х;Х;Х;Х;Х;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1833;9761000;761;;Augsburg;146,8576;3735,63;107,44;820,91;1589,41;1379,53;3837,84;3761,47;411,86;421,2;6329,91;242819;267767;286374;140323;17,93722897;6,948951887;1653,404603;1949,979572;14989;20674;7654;26882;25295;80029;54133;56718;2744;2846;2901;3054;-208;21514;23552;17012;18266;5286;12135;10940;6177;48;13525;1028;8;4144;266;10;8154;667;7;10134;137799;70084;67715;17289;125;36630;26829;29622;44592;71453;51,85306134;108181;41893;38,72491473;29560;12;10;9;14;10;9;64;52;1163;Х;1010;777;2969;2436;100;27038;1649910;273700;100;273076;99,7;273076;99,7;17770;117,2;116;1389;196;1303;188;82;9;97;1302;369;780;153;37727;149821;27193;85543;37085;561248;4319;440602;764375;1737;1476;261;1817;30;3229;2911;2386;1158;4331;4422;132868;3873780,704;29155,1066;612154,41;4607,237333;136172;514,4234402;3358316;24662,30943;301920,758;160,146;45838,746;104203,29;150729,047;435,0020372;484,9999915;434,9999922;1066,055435;495,7195856;971,2265856;455,0971353;449,5586014
1834;9762000;762;;Kaufbeuren;40,028;1074,18;60,75;62,11;309,53;290,46;1350,26;1012,42;85,42;48,13;1502,48;38946;41550;42731;20999;9,718584707;2,842358604;972,9203098;1067,474394;2176;3434;1335;3333;2710;10713;9315;9715;372;389;521;481;-92;2651;3119;2248;2317;802;1631;1444;959;10;2126;153;2;1465;93;2;1816;127;1;2059;17178;7676;9502;1415;15;4414;3282;2600;6867;8691;50,59378275;16297;7814;47,947475;877;5;3;10;15;5;0;38;33;1808;938;4;Х;393;348;34;2243;74256;41556;99,9;41260;99,2;41260;99,2;2155;111,2;31;1054;63;268;35;27;4;4;70;9;35;26;8711;21869;3404;10314;8151;90792;540;45185;91590;218;188;30;233;4;428;401;339;265;654;1195;20468;618568,647;30221,25498;90709,334;4431,763436;21284;508,6633368;517508;24314,41458;38232,337;27,347;5209,471;12211,502;20698,805;249,9954292;385,0000998;330,0000127;903,5173579;542,9729883;952,6839655;402,7073445;445,2595801
1835;9763000;763;;Kempten (Allgдu);63,2793;1255,67;21,98;236,5;540,63;489,49;3241,47;811,78;130,49;89,41;2071,96;59369;64078;66947;33106;12,76423723;4,477355723;938,1953224;1057,948799;3379;5057;1954;6151;4956;17389;13081;14980;557;662;691;731;-69;5284;5631;4573;4246;1385;2537;2388;1473;15;3481;281;3;2239;145;3;2528;188;3;4651;37389;17957;19432;3459;169;7214;12973;7045;9987;22103;59,11631763;25637;10372;40,45715177;11731;9;10;26;48;9;2;104;95;6727;Х;31;Х;599;577;39;5157;232903;64113;99,1;63414;98;63414;98;341;149,5;36;294;70;556;64;33;3;28;347;80;206;61;10238;34138;7198;17309;9631;129990;1277;150240;260718;468;382;86;490;7;769;693;619;346;1078;1589;32942;1004970,417;30507,26783;157778,292;4789,578411;34110;549,6293909;815060;23895,04544;77784,409;70,1;10171,775;31305,088;36061,627;250;379,9999851;386,9999945;1176,448305;721,5792976;1159,165628;292,4948035;306,886383
1836;9764000;764;;Memmingen;70,1392;1152,36;47,38;100,16;518,55;480,1;3286,72;1731,15;48,33;129,27;1811,73;38127;41241;42841;21082;12,36394156;3,879634344;543,5842601;610,7927003;2307;3465;1390;3406;2821;11228;9101;9123;393;411;441;482;-71;2824;3344;2353;2638;706;1799;1614;966;9;2381;181;2;1224;78;2;1593;124;2;3191;29408;16027;13381;3094;84;11828;6485;4685;6326;18500;62,90805223;17029;6136;36,03265018;12364;6;10;31;37;9;2;95;89;4986;2238;38;411;380;376;40;8563;368331;41520;99,7;41030;98,5;41030;98,5;177;149,1;35;1583;40;253;50;41;1;8;172;42;88;42;8724;21294;4215;9241;7838;87541;796;87736;138908;320;261;59;313;6;537;486;412;178;497;774;20818;688673,233;33080,66255;112776,934;5417,27995;21496;523,9731871;527628;24545,4038;55667,027;82,165;6363,606;25107,422;24039,704;259,9993671;350,0000275;330,0000127;1310,305692;1001,960197;1425,403399;84,62951259;173,1637639
1837;9771111;111;704;Adelzhausen;16,9596;75,56;10,99;5,79;91,86;91,86;1079,99;391,45;7,33;32,99;176,54;1084;1581;1680;868;54,98154982;6,261859583;63,91509434;99,05660377;123;150;52;112;128;479;404;232;23;28;11;8;20;97;99;78;104;-5;75;62;40;1;120;9;0;0;0;0;0;0;0;0;231;135;96;Х;Х;98;52;Х;Х;165;71,42857143;746;680;91,15281501;-515;0;3;14;11;6;0;34;34;1163;476;5071;Х;18;23;0;0;0;1618;100;1592;98,4;1592;98,4;1082;135,5;3;26;4;7;6;4;2;0;10;2;2;6;505;710;29;187;494;3963;Х;Х;Х;16;8;8;14;0;0;0;0;Х;Х;Х;858;34246,951;39914,86131;6114,211;7126,120047;874;543,5323383;28770;32917,62014;1687,454;30,504;154,232;372,026;1123,18;400;400;360,0004532;1014,094952;403,8864183;1016,007212;89,8996328;59,19279279
1838;9771112;112;;Affing;44,8164;257,26;19,94;25,24;195,51;166,24;2956,46;887,15;49,04;91,04;492,09;4140;5234;5359;2760;29,44444444;2,388230799;92,36947791;119,5671575;272;513;223;462;291;1527;1183;888;57;37;46;34;3;301;312;261;313;-1;230;260;151;1;211;14;1;519;32;0;0;0;0;0;1199;736;463;113;27;513;387;102;170;915;76,31359466;2255;1973;87,49445676;-1058;5;10;32;29;12;5;93;88;3699;1226;8571;1776;50;55;3;189;8255;5267;100;5233;99,4;5233;99,4;146;140,4;8;89;22;36;18;17;1;0;24;2;3;19;1585;2269;96;622;1551;12442;67;12865;27354;25;19;6;27;0;0;0;0;3;19;10;2599;92693,693;35665,13775;14504,788;5580,91112;2726;516,5813909;75547;27713,49963;5940,073;82,312;489,926;2118,653;3238,2;349,9957479;349,9996428;349,999751;1110,916963;539,0841593;1146,604077;0;128,6306744
