Laufende Nummer;Regionalschlьssel;Gde. Schl. Nr.;Vgem-Schl. Nr.;Bezeichnung;Spalte001;Spalte002;Spalte003;Spalte004;Spalte005;Spalte006;Spalte007;Spalte008;Spalte009;Spalte010;Spalte011;Spalte012;Spalte013;Spalte014;Spalte015;Spalte016;Spalte017;Spalte018;Spalte019;Spalte020;Spalte021;Spalte022;Spalte023;Spalte024;Spalte025;Spalte026;Spalte027;Spalte028;Spalte029;Spalte030;Spalte031;Spalte032;Spalte033;Spalte034;Spalte035;Spalte036;Spalte037;Spalte038;Spalte039;Spalte040;Spalte041;Spalte042;Spalte043;Spalte044;Spalte045;Spalte046;Spalte047;Spalte048;Spalte049;Spalte050;Spalte051;Spalte052;Spalte053;Spalte054;Spalte055;Spalte056;Spalte057;Spalte058;Spalte059;Spalte060;Spalte061;Spalte062;Spalte063;Spalte064;Spalte065;Spalte066;Spalte067;Spalte068;Spalte069;Spalte070;Spalte071;Spalte072;Spalte073;Spalte074;Spalte075;Spalte076;Spalte077;Spalte078;Spalte079;Spalte080;Spalte081;Spalte082;Spalte083;Spalte084;Spalte085;Spalte086;Spalte087;Spalte088;Spalte089;Spalte090;Spalte091;Spalte092;Spalte093;Spalte094;Spalte095;Spalte096;Spalte097;Spalte098;Spalte099;Spalte100;Spalte101;Spalte102;Spalte103;Spalte104;Spalte105;Spalte106;Spalte107;Spalte108;Spalte109;Spalte110;Spalte111;Spalte112;Spalte113;Spalte114;Spalte115;Spalte116;Spalte117;Spalte118;Spalte119;Spalte120;Spalte121;Spalte122;Spalte123;Spalte124;Spalte125;Spalte126;Spalte127;Spalte128;Spalte129;Spalte130;Spalte131;Spalte132;Spalte133;Spalte134;Spalte135;Spalte136;Spalte137;Spalte138;Spalte139;Spalte140;Spalte141;Spalte142;Spalte143;Spalte144;Spalte145
1781;9679117;117;645;Bergtheim;26,4839;108,11;11,34;19,17;142,33;128,24;2084,84;246,83;2,21;33,56;282,56;2874;3520;3608;1790;25,53931802;2,5;108,5347432;136,2537764;212;321;121;320;224;951;898;561;34;42;25;21;21;300;238;272;231;7;199;157;87;1;256;14;0;0;0;0;0;0;0;0;628;295;333;126;Х;171;116;Х;178;385;61,30573248;1653;1412;85,42044767;-1027;0;3;15;15;7;7;47;47;783;Х;1420;Х;20;35;1;Х;Х;3480;100;3480;100;3480;100;112;104,7;5;73;10;27;11;9;2;0;13;1;0;12;1028;1548;64;473;1011;8263;Х;Х;Х;19;12;7;14;0;0;0;0;3;11;0;1780;55710,563;31298,0691;8012,103;4501,181461;1999;579,9245721;50971;25498,24912;2465,098;66,879;249,869;278,153;1864,3;319,9952153;299,9987994;329,9990628;690,5036415;233,6470588;725,2745098;242,6971751;277,7965344
1782;9679118;118;654;Bieberehren;14,8239;36,75;1,24;6,02;82,1;82,1;1008,97;282,92;15,06;49,33;126,5;988;970;897;453;-9,210526316;-7,525773196;66,66666667;60,52631579;48;73;37;70;52;210;223;184;7;7;13;9;-2;22;35;16;49;-14;43;29;22;0;0;0;0;0;0;0;0;0;0;0;28;18;10;4;Х;Х;Х;Х;Х;15;53,57142857;387;374;96,64082687;-359;1;5;8;8;5;1;28;27;783;248;374;367;18;19;0;0;0;895;98;895;98;895;98;Х;98;0;0;2;2;1;1;0;0;1;0;0;1;295;393;10;95;288;2380;Х;Х;Х;3;3;0;5;0;0;0;0;0;Х;Х;423;10698,265;25291,40662;1173,701;2774,706856;453;477,8481013;10381;22916,11479;427,517;29,899;62,551;20,722;313,145;380,0076258;379,99514;380;468,7686404;126,3815789;465,1304825;457,8006572;484,3899233
1783;9679122;122;648;Bьtthard, M;36,2611;73,78;6,05;10,95;148,84;148,84;2750,63;580,74;4,68;50,44;240,52;1318;1283;1338;700;1,517450683;4,286827747;36,34859349;36,90016547;56;118;46;107;70;343;308;290;10;10;11;16;-6;117;118;92;87;31;60;52;31;1;48;2;0;0;0;0;0;0;0;0;169;92;77;8;Х;47;20;Х;18;114;67,4556213;510;455;89,21568627;-341;0;7;14;34;8;5;68;68;1021;145;4250;Х;36;64;0;0;0;1275;99,7;1266;99;1266;99;Х;109,6;2;Х;0;1;5;4;0;1;8;0;2;6;415;563;24;141;398;3420;0;0;0;4;4;0;7;0;0;0;0;0;Х;0;587;20072,397;34194,88416;3004,9;5119,080068;604;470,0389105;15314;25354,30464;1161,65;88,545;79,194;360,029;629,322;349,9940709;300;319,9993207;886,0793288;565,5522502;960,8962624;195,4445306;152,2802742
1784;9679124;124;646;Eibelstadt, St;7,0636;85,44;5,63;12,42;69,71;69,36;312,95;113,24;43,48;63,49;169,98;2279;2784;3022;1453;32,60201843;8,548850575;322,8045326;428,0453258;176;228;84;220;145;775;755;639;33;26;36;28;-2;234;362;184;193;169;150;113;61;1;169;10;0;0;0;0;0;0;0;0;1102;616;486;138;Х;187;437;353;Х;959;87,02359347;922;779;84,49023861;180;13;3;5;0;0;0;21;8;0;0;0;0;34;21;1;Х;Х;2767;100;2763;99,9;2763;99,9;132;118,8;3;61;5;11;23;10;4;9;80;5;71;4;832;1485;114;597;774;7251;214;21990;27846;10;9;1;10;1;60;53;23;4;10;13;1461;60349,746;41307,1499;11511,747;7879,361396;1551;551,3686456;45742;29491,94068;3546,769;14,839;362,425;1223,735;1940,73;349,9764151;350;349,9997762;1206,384014;711,437415;1255,82449;0;0
1785;9679126;126;;Eisingen;5,3224;87,81;1,79;7,73;45,03;45,03;312,9;50,58;0,41;25,99;143,48;2492;3427;3372;1655;35,31300161;-1,604902247;468,4210526;633,8345865;162;305;103;217;192;923;926;544;34;28;29;26;2;221;216;232;235;-19;148;125;73;1;195;12;0;0;0;0;0;0;0;0;1329;712;617;72;Х;253;119;Х;840;995;74,86832205;1412;1078;76,34560907;-83;0;0;2;0;2;2;6;6;Х;0;Х;0;29;22;0;0;0;3405;100;3390;99,6;3390;99,6;Х;115,9;4;75;8;16;1;0;1;0;9;1;0;8;847;1466;87;487;892;7530;Х;Х;Х;5;5;0;7;0;0;0;0;218;202;365;1729;56060,599;32423,71255;8447,679;4885,875651;1850;513,8888889;46635;25208,10811;2663,847;5,726;253,882;493,842;1904,652;290,070922;300,0011817;320;785,5638455;340,2043645;841,3468004;205,4035914;187,280236
1786;9679128;128;652;Erlabrunn;4,006;38,62;1,1;12,32;39,75;39,75;176,14;91,22;25,13;16,32;92,14;1320;1674;1742;849;31,96969697;4,062126643;329,1770574;434,4139651;105;177;60;116;89;475;396;324;16;16;5;9;7;144;105;142;97;8;107;101;44;0;0;0;0;0;0;0;0;0;0;0;68;30;38;6;Х;Х;13;7;44;53;77,94117647;689;674;97,82293179;-621;10;2;2;1;0;0;15;5;0;0;0;0;11;13;0;0;0;1687;100;1687;100;1687;100;Х;90,9;1;Х;3;4;4;3;1;0;6;1;1;4;538;803;56;244;503;4192;Х;3425;7786;5;3;2;6;0;0;0;0;0;5;0;764;28381,273;37148,26309;4902,26;6416,570681;845;510,2657005;24022;28428,40237;1197,134;5,91;138,845;105,55;945,069;349,9111901;330,0019014;400;689,593318;165,3548387;697,6584101;259,5796848;290,2780997
1787;9679130;130;647;Estenfeld;18,1229;126,56;5,61;14,21;171,36;171,36;1158,88;285,69;3,02;46,96;318,64;4391;4804;5060;2488;15,23570941;5,32889259;242,3289183;279,2494481;267;407;183;417;261;1349;1109;1067;36;47;38;50;-3;386;486;328;338;148;272;227;106;2;261;19;0;0;0;0;0;0;0;0;1345;789;556;72;Х;325;279;606;Х;1184;88,02973978;1890;1730;91,53439153;-546;0;0;5;16;4;1;26;26;228;77;108;Х;62;29;2;Х;Х;4858;99,8;4858;99,8;4858;99,8;1915;107,2;7;43;30;39;26;22;4;0;33;2;10;21;1388;2324;165;776;1383;11871;0;Х;Х;13;10;3;17;1;49;47;26;3;17;16;2397;83728,572;34930,56821;12887,351;5376,450146;2610;545,3405767;72714;27859,77011;5786,77;34,774;478,209;2363,951;2897,248;329,9867147;329,999586;330,0001507;1153,202471;813,3788362;1251,092666;115,6402552;44,28402848
1788;9679131;131;646;Frickenhausen a.Main,M;10,5515;39,66;9,14;11,35;88,28;78,61;572,54;249,85;42,78;41,55;143,6;1236;1301;1229;598;-0,566343042;-5,534204458;117,1563981;116,492891;56;84;34;79;57;331;305;283;11;11;11;14;-3;71;72;79;81;-9;50;34;28;1;35;2;0;0;0;0;0;0;0;0;129;77;52;8;Х;Х;38;Х;21;101;78,29457364;412;385;93,44660194;-284;6;0;5;5;2;0;18;12;Х;0;Х;0;4;9;0;0;0;1249;100;1220;97,7;1220;97,7;87;133,8;2;Х;2;2;1;0;0;1;3;0;3;0;430;633;29;214;390;3342;252;29823;60760;7;7;0;9;0;0;0;0;0;Х;0;645;22019,868;34139,33023;3947,019;6119,409302;672;537,6;16114;23979,16667;901,995;18,703;136,393;146,99;597,271;360,0192493;350,0038492;350,0019739;731,5450122;290,7712895;750,5847526;324,6341073;322,349718
1789;9679134;134;;Gaukцnigshofen;31,9895;99,12;0,7;11,69;159,8;152,19;2771,56;70,81;7,61;77,66;272,22;1938;2490;2508;1305;29,41176471;0,722891566;60,5814317;78,39949984;161;238;86;203;130;668;564;458;23;21;20;15;6;73;102;110;85;17;172;180;83;2;295;22;0;0;0;0;0;0;0;0;234;142;92;13;Х;110;63;Х;47;169;72,22222222;1057;992;93,85052034;-823;1;6;31;48;12;4;102;101;1574;Х;4621;Х;16;12;1;Х;Х;2474;99,8;2474;99,8;2474;99,8;61;104,1;3;11;6;10;8;7;1;0;9;0;0;9;735;1057;67;248;742;6094;Х;Х;Х;2;2;0;4;0;0;0;0;Х;10;Х;1204;39181,233;32542,55233;5467,438;4541,061462;1294;524,3111831;33133;25605,10046;1881,625;122,021;184,082;330,37;1240,837;379,9975086;359,9992177;319,9995718;752,65;333,5176;782,656;219,023422;208,8466801
1790;9679135;135;644;Gelchsheim, M;15,7472;53,47;15,67;5,23;71,54;71,54;1337,59;69,65;1,19;20,38;146,37;855;809;801;420;-6,315789474;-0,988875155;54,28571429;50,85714286;42;46;32;77;39;213;196;156;12;1;10;10;-9;49;56;56;60;-4;50;29;18;0;0;0;0;0;0;0;0;0;0;0;87;53;34;4;3;Х;15;Х;33;61;70,11494253;357;331;92,71708683;-270;0;4;13;13;5;2;37;37;216;Х;3509;Х;10;9;0;0;0;854;100;845;98,9;845;98,9;Х;99,5;5;35;5;5;1;1;0;0;1;0;1;0;259;363;9;101;253;2143;0;0;0;2;2;0;2;0;0;0;0;0;Х;0;384;11378,366;29631,16146;1459,412;3800,552083;417;527,8481013;9868;23664,26859;633,563;59,211;81,407;125,822;364,523;390,0079041;389,992335;390,0019696;767,9551515;345,7939394;748,1381818;264,0734394;227,91133
1791;9679136;136;;Gerbrunn;4,5832;108,77;0,23;11,11;31,88;31,88;207,32;47,79;0,34;50,88;153,47;5791;6140;6235;3053;7,667069591;1,54723127;1264,41048;1361,353712;303;446;139;709;566;1628;1146;1298;53;55;37;50;5;659;731;615;740;-9;239;232;140;2;331;27;0;0;0;0;0;0;0;0;941;612;329;79;Х;301;311;Х;224;791;84,05951116;2288;2138;93,44405594;-1347;1;2;0;3;0;0;6;5;0;0;Х;0;52;40;2;Х;Х;6148;100;6147;100;6147;100;Х;115,9;3;67;9;10;7;6;1;0;8;0;0;8;1141;3634;768;1719;1147;14421;0;0;0;7;6;1;8;1;26;24;22;6;42;13;3278;111713,488;34079,77059;18675,015;5697,075961;3510;540,748729;93176;26545,86895;5298,511;7,793;606,341;739,862;3934,025;340,008726;339,999215;350,0005664;850,8930464;271,4962261;873,2370323;234,8926663;222,8895656
1792;9679137;137;650;Geroldshausen;10,3913;55,06;79,29;6,44;58,07;45,98;810,88;14,77;0,94;13,68;177,96;1011;1267;1278;659;26,40949555;0,868192581;97,30510106;123,0028874;65;118;47;86;80;341;328;213;9;12;13;14;-2;78;81;71;90;-9;62;48;30;0;0;0;0;0;0;0;0;0;0;0;99;68;31;11;Х;53;23;Х;Х;71;71,71717172;537;510;94,97206704;-439;0;1;3;8;3;3;18;18;Х;Х;Х;0;25;28;1;Х;Х;1274;100;1267;99,5;1267;99,5;Х;101,1;1;Х;1;1;2;2;0;0;2;0;0;2;393;557;20;148;389;3117;0;0;0;0;0;0;0;0;0;0;0;Х;Х;Х;603;17655,906;29280,10945;2423,214;4018,597015;629;484,2186297;15528;24686,80445;947,716;21,243;113,16;212,396;597,567;320,0210907;319,9954755;329,9993808;745,0597484;363,6037736;790,8616352;294,1603113;304,704422
1793;9679138;138;648;Giebelstadt, M;48,0537;218,39;45,37;21,35;384,92;208;3921,06;146,57;3,59;64,12;673,98;3642;5175;5380;2750;47,7210324;3,961352657;75,79604579;111,9667014;327;499;156;422;358;1479;1207;932;68;45;62;60;-15;366;507;317;379;128;295;241;158;1;202;11;0;0;0;0;0;0;0;0;2674;1835;839;287;Х;1498;457;438;Х;2238;83,69483919;2241;1805;80,54439982;433;0;8;28;43;14;6;99;99;1585;Х;4139;175;48;35;2;Х;Х;5207;99,9;5202;99,8;5202;99,8;Х;110,5;4;25;19;28;18;15;0;3;50;16;17;17;1455;2395;127;810;1458;12564;Х;Х;Х;24;21;3;27;2;150;124;97;9;27;32;2435;74713,534;30683,17618;10370,047;4258,746201;2607;518,0842607;63180;24234,75259;5235,776;128,505;1685,448;823,104;2579,141;319,9985059;319,9996962;320;984,5385483;638,161903;1082,134261;223,4584851;271,6158664
1794;9679141;141;655;Greuяenheim;17,67;57,26;3,23;8,11;88,01;88,01;1026,71;540,53;2,09;41,06;156,91;1251;1589;1606;831;28,37729816;1,069855255;70,79796265;90,8885116;65;119;63;126;95;420;462;256;10;16;4;17;-1;96;121;87;101;20;62;52;25;0;0;0;0;0;0;0;0;0;0;0;561;354;207;55;Х;Х;225;Х;Х;481;85,73975045;745;665;89,26174497;-184;1;5;2;7;0;3;18;17;80;0;Х;Х;21;22;1;Х;Х;1559;99,7;1550;99,1;1550;99,1;76;98,4;0;0;3;10;3;3;0;0;4;0;1;3;442;726;44;275;407;3695;0;0;0;2;1;1;4;0;0;0;0;0;Х;Х;765;22722,461;29702,5634;3239,125;4234,150327;864;546,1441214;20980;24282,40741;1574;23,717;140,271;614,872;792,375;309,9856228;319,9977187;320,0001518;977,6397516;428,5509317;1040,825466;53,3562341;126,8733459
1795;9679142;142;;Gьntersleben;16,0471;113,79;16,25;12,59;85,53;85,53;890,85;432,6;0,63;52,47;216,98;3591;4305;4403;2166;22,61208577;2,276422764;223,7383178;274,3302181;272;366;144;370;295;1201;983;772;40;38;25;31;7;301;343;280;296;47;275;240;124;1;153;10;0;0;0;0;0;0;0;0;368;184;184;18;Х;138;54;Х;132;207;56,25;1864;1703;91,36266094;-1496;6;1;2;5;0;3;17;11;Х;0;0;0;21;25;0;0;0;4317;100;4301;99,6;4301;99,6;Х;101,5;5;54;28;48;14;13;1;0;15;0;3;12;1170;2050;140;774;1136;10124;76;2246;11479;15;13;2;16;0;0;0;0;0;17;5;2151;68725,345;31950,41609;10005,612;4651,609484;2421;550,4774898;61913;25573,31681;3102,947;18,617;344,678;434,088;2293,873;329,9716413;329,999617;380;708,1120493;215,8906892;717,543131;292,1734292;302,466774
1796;9679143;143;;Hausen b.Wьrzburg;21,9799;95,08;6,42;11,87;159,49;159,49;1529,49;359,97;2,43;33,24;273,89;1954;2383;2429;1232;24,30910952;1,930339908;88,89899909;110,5095541;143;211;62;191;139;666;644;373;24;18;20;17;1;104;131;120;96;35;186;147;74;0;0;0;0;0;0;0;0;0;0;0;497;295;202;50;Х;164;194;Х;99;387;77,86720322;1072;963;89,83208955;-576;1;5;9;12;7;1;35;34;245;31;3753;Х;17;16;2;Х;Х;2379;98,8;2386;99,1;2386;99,1;56;92,1;3;18;10;14;10;9;1;0;11;0;0;11;730;1043;31;274;738;5933;75;10343;11446;11;7;4;12;0;0;0;0;Х;11;Х;1174;40706,765;34673,56474;6387,915;5441,154174;1331;560,8933839;35332;26545,45455;2027,575;44,225;161,101;490,75;1326,364;329,9880615;315,0010754;360,0008208;843,0665281;367,4627859;867,7168399;182,3451143;201,3990807
1797;9679144;144;649;Helmstadt, M;22,7956;90,84;42,67;14,45;161,38;161,38;1323,66;606,39;0,83;39,34;283,43;2307;2606;2610;1330;13,13394018;0,153491942;101,1842105;114,4736842;136;220;76;214;191;651;634;488;29;27;12;19;8;102;142;121;109;33;141;120;56;1;273;16;0;0;0;0;0;0;0;0;553;315;238;26;Х;192;255;Х;66;411;74,32188065;1180;1038;87,96610169;-627;0;3;9;5;4;4;25;25;Х;Х;Х;Х;13;13;3;132;3923;2575;99,8;2574;99,8;2574;99,8;17;92,6;3;40;10;13;6;4;2;0;6;1;0;5;749;1180;46;398;736;6313;Х;Х;Х;32;29;3;40;0;0;0;0;0;7;5;1363;42533,183;31205,56346;5996,889;4399,771827;1551;600,4645761;38948;25111,54094;2607,015;31,703;223,712;932,305;1414,475;320,0060563;299,998659;319,9995535;1013,613919;648,1224728;1114,73056;118,4317386;114,0568315
1798;9679146;146;655;Hettstadt;13,9193;82,81;0,44;8,5;76,18;70,2;975,11;215,57;0,49;32,83;168,79;2235;3725;3642;1822;62,95302013;-2,228187919;160,5603448;261,637931;171;290;142;316;193;913;982;635;28;24;27;29;-5;206;215;216;206;9;186;185;95;0;0;0;0;0;0;0;0;0;0;0;259;152;107;22;Х;Х;107;38;76;183;70,65637066;1560;1484;95,12820513;-1301;1;3;1;1;5;2;13;12;Х;Х;Х;0;24;33;0;0;0;3630;99,4;3634;99,5;3634;99,5;Х;101,9;5;32;7;9;9;8;1;0;11;1;2;8;1061;1633;86;523;1024;8436;0;0;0;6;2;4;2;0;0;0;0;13;21;10;1866;62028,002;33241,15863;9773,674;5237,767417;2079;565,2528548;55147;26525,73353;2676,981;20,011;244,958;328,082;2079,442;290,0144928;290,0009471;319,999562;737,0542401;237,9314427;780,0930617;258,7906722;259,6953533
1799;9679147;147;;Hцchberg, M;7,5482;201,07;5,88;14,45;72,62;72,62;290,3;139,46;0,29;30,75;297,32;8761;9034;9329;4474;6,483278165;3,265441665;1160,397351;1235,629139;497;717;238;631;516;2303;2103;2324;83;91;71;89;2;718;617;610;626;-9;441;421;256;2;562;41;1;832;51;0;0;0;0;0;2097;1149;948;87;Х;831;494;387;Х;1796;85,64616118;3196;2897;90,64455569;-1101;0;1;1;5;0;0;7;7;0;0;Х;0;77;69;4;850;35324;9106;100;9093;99,9;9093;99,9;Х;114,3;5;26;13;27;15;13;1;1;21;1;4;16;2735;4810;486;1854;2470;23313;122;9780;18158;21;17;4;19;1;38;38;25;24;55;52;4601;181290,422;39402,39557;32125,294;6982,241687;4790;507,4152542;140639;29360,96033;9049,002;6,101;973,746;1591,216;6467,587;299,9508358;300;349,9997042;965,0210089;337,393836;1007,559881;107,7515744;154,9746117
1800;9679149;149;649;Holzkirchen;8,4249;33,93;8,62;6,28;49,27;49,27;397,45;334,46;1,47;11,01;91,02;945;996;963;482;1,904761905;-3,313253012;112,2327791;114,3705463;47;75;34;63;44;247;232;221;9;5;6;6;-1;26;24;48;44;-20;50;44;34;0;0;0;0;0;0;0;0;0;0;0;77;25;52;3;Х;Х;Х;8;Х;44;57,14285714;399;366;91,72932331;-322;0;1;5;0;0;2;8;8;Х;0;Х;Х;7;9;1;Х;0;993;100;993;100;993;100;43;110,4;0;0;0;0;1;0;1;0;2;0;0;2;322;466;22;137;307;2573;Х;Х;Х;3;3;0;3;0;0;0;0;0;Х;Х;432;13253,868;30680,25;1900,516;4399,342593;477;521,8818381;11979;25113,20755;488,915;8,602;67,674;-9,974;420,528;290,0202293;289,9982859;309,9748533;505,0774793;94,40495868;526,1714876;307,6410768;338,9430894
1801;9679153;153;650;Kirchheim;18,9787;90,12;104,96;7,35;90,3;79,66;1261,5;309,84;2,04;31,76;197,8;2008;2149;2168;1127;7,96812749;0,884132154;105,7955743;114,2255005;96;166;64;158;152;552;559;421;8;19;14;14;5;111;138;119;120;18;106;64;46;1;141;12;0;0;0;0;0;0;0;0;407;284;123;51;Х;226;91;Х;46;311;76,41277641;898;802;89,30957684;-491;1;4;3;7;7;3;25;24;Х;0;4261;Х;19;20;5;130;6308;2144;98,9;2141;98,8;2141;98,8;Х;104,8;0;0;0;0;7;6;1;0;9;0;2;7;684;1002;42;280;680;5580;0;0;0;4;2;2;2;0;0;0;0;Х;6;3;1138;37406,465;32870,35589;5393,483;4739,440246;1273;582,6086957;32912;25853,88845;2092,915;34,465;199,189;594,997;1257,74;350,0050777;350,0008786;340,0007653;972,0924292;482,2652113;1012,654436;136,9671144;153,6727273
1802;9679154;154;651;Kist;3,866;56,44;2,55;9,43;50,89;50,89;223,39;26,19;0,07;17,64;119,75;2293;2469;2551;1264;11,25163541;3,321182665;592,5064599;659,1731266;150;189;71;208;144;664;649;476;21;28;17;18;10;185;218;164;173;45;87;85;55;1;140;11;0;0;0;0;0;0;0;0;366;186;180;22;Х;81;125;Х;130;257;70,21857923;1076;967;89,86988848;-710;0;0;0;2;0;0;2;2;0;0;Х;0;26;32;1;Х;Х;2466;99,9;2466;99,9;2466;99,9;Х;111,1;0;0;6;8;8;6;2;0;11;1;2;8;735;1204;78;423;703;6021;Х;Х;Х;35;28;7;44;0;0;0;0;15;15;4;1295;42814,204;33061,16139;6133,366;4736,189961;1439;593,8918696;38042;26436,41418;1862,033;2,775;219,914;154,315;1479,249;289,968652;290,0015824;329,9987513;746,0068109;202,9651442;783,3217147;212,0518219;244,3927856
1803;9679155;155;;Kleinrinderfeld;7,7389;76,91;6,91;5,35;44,74;44,74;575,48;41,9;1,12;21,48;132,51;1823;2050;2089;1084;14,59133297;1,902439024;235,5297158;269,8966408;118;136;50;146;135;560;545;399;18;28;21;15;13;165;160;152;171;-11;99;64;45;0;0;0;0;0;0;0;0;0;0;0;261;202;59;22;Х;113;100;11;Х;182;69,73180077;904;825;91,26106195;-643;0;0;1;5;3;1;10;10;Х;Х;Х;0;22;8;1;Х;Х;2062;100;2059;99,9;2059;99,9;89;106,3;0;0;2;3;4;4;0;0;4;0;0;4;613;1020;33;378;609;5236;0;0;0;3;3;0;3;0;0;0;0;Х;5;Х;956;32299,715;33786,31276;5415,21;5664,445607;1060;504,7619048;27551;25991,50943;2018,589;12,306;190,698;770,139;1040,401;340,0386847;339,9978605;339,9998589;977,9985465;626,3754845;1036,68314;201,1161446;162,4283661
1804;9679156;156;;Kьrnach;12,2838;121,27;9,85;11,07;112,18;112,18;745;203,46;1,19;24,36;255,44;2849;4468;4796;2320;68,33976834;7,341092211;232,0032573;390,5537459;330;472;188;385;207;1307;1150;757;45;60;28;38;22;293;290;210;246;44;281;242;163;1;248;13;0;0;0;0;0;0;0;0;1009;629;380;60;Х;143;674;Х;143;826;81,86323092;1874;1692;90,28815368;-866;0;1;3;7;3;0;14;14;238;89;Х;0;36;29;1;Х;Х;4556;99,4;4556;99,4;4556;99,4;1;104,6;2;Х;16;24;33;33;0;0;37;1;5;31;1310;2062;100;681;1281;10948;Х;Х;Х;17;12;5;21;1;49;46;26;4;15;20;2086;81206,702;38929,38734;13276,192;6364,425695;2362;528,8849082;69110;29259,10246;4213,783;23,172;434,998;952,602;2795,236;300;309,9998575;320,0003601;882,0981788;424,4446305;948,5934687;143,5835853;158,5226216
1805;9679161;161;652;Margetshцchheim;6,6713;71,09;0,8;9,18;46,19;42,99;314,39;174,29;27,82;23,37;128,82;2768;3166;3104;1523;12,13872832;-1,958307012;414,9925037;465,3673163;131;234;88;195;136;741;783;796;19;17;23;25;-8;203;163;159;175;-12;99;98;70;2;263;22;0;0;0;0;0;0;0;0;266;116;150;17;Х;70;68;Х;77;208;78,19548872;1080;1022;94,62962963;-814;0;0;0;1;1;1;3;3;0;0;0;0;20;21;1;Х;Х;3095;99,5;3091;99,4;3091;99,4;149;96,5;1;Х;7;10;4;1;3;0;9;3;2;4;1039;1532;98;523;911;7851;Х;Х;Х;5;2;3;3;0;0;0;0;3;8;4;1644;64896,679;39474,86557;11456,67;6968,777372;1802;555,658341;51205;28415,64928;2661,368;4,272;258,915;300,168;2094,883;300;300;399,9977791;859,8927302;218,4956381;875,9563813;181,1015245;194,3080371
1806;9679164;164;;Neubrunn, M;26,5548;77,47;5,52;14,74;130,54;130,54;1459,54;910,8;1,43;55,44;227,46;2124;2206;2243;1137;5,602636535;1,67724388;80;84,48210923;119;180;69;162;124;525;609;455;23;16;18;22;-6;166;134;110;147;-13;100;81;53;0;0;0;0;0;0;0;0;0;0;0;264;140;124;24;Х;66;119;Х;56;177;67,04545455;893;806;90,25755879;-629;1;1;0;0;2;4;8;7;70;Х;519;Х;15;13;0;0;0;2213;100;2203;99,5;2203;99,5;Х;90,4;5;28;1;4;3;3;0;0;4;0;0;4;714;1054;38;278;738;5930;Х;Х;Х;9;7;2;8;0;0;0;0;Х;18;Х;1028;36176,63;35191,27432;5779,99;5622,558366;1118;516,3972286;27204;24332,73703;1437,158;22,229;165,039;228,929;1015,258;299,9865047;300;300;631,9956025;269,2915567;684,8245383;298,2690909;316,1043786
1807;9679165;165;651;Altertheim;24,0723;65,79;3,64;14,95;133,87;133,87;1585,08;549,65;1,83;52,42;219;1775;2029;1945;981;9,577464789;-4,139970429;73,74324886;80,80598255;89;165;56;159;126;469;513;368;12;21;15;16;5;76;48;110;79;-31;115;74;39;0;0;0;0;0;0;0;0;0;0;0;118;74;44;9;Х;31;Х;Х;28;70;59,3220339;865;816;94,33526012;-746;0;13;6;7;5;5;36;36;302;76;926;Х;6;7;0;0;0;1971;98,9;1954;98,1;1954;98,1;85;111,2;3;23;5;6;3;1;2;0;9;0;7;2;591;920;42;314;564;4819;0;0;0;4;4;0;4;0;0;0;0;0;5;3;870;23951,534;27530,49885;2857,204;3284,142529;960;464,2166344;22857;23809,375;1050,848;39,729;150,11;101,442;755,619;320,0080548;349,9965026;319,9979032;537,2433538;179,7315951;555,4826176;384,8977556;429,1167513
1808;9679167;167;647;Eisenheim, M;11,5545;41,31;9,49;10,41;84,41;81,82;720,97;194;45,01;49,85;141,72;1177;1280;1323;665;12,40441801;3,359375;101,9047619;114,5454545;71;127;38;104;65;353;316;249;5;12;13;5;7;98;79;69;79;0;96;87;43;0;0;0;0;0;0;0;0;0;0;0;65;30;35;3;7;Х;21;5;Х;29;44,61538462;528;492;93,18181818;-463;34;10;5;1;1;1;52;18;0;0;0;0;16;13;0;0;0;1270;98;1270;98;1270;98;Х;101,4;0;0;1;2;0;0;0;0;0;0;0;0;427;594;13;167;414;3269;95;4028;8906;3;3;0;4;0;0;0;0;Х;3;Х;598;17908,53;29947,37458;2490,324;4164,421405;620;471,1246201;15612;25180,64516;760,33;24,845;93,943;66,407;570,836;309,9812851;310,0019799;329,9971287;573,4012066;178,0648567;597,9690799;332,6579151;351,0303951
1809;9679169;169;645;Oberpleichfeld;8,6525;37,56;4,13;9;51,53;43,41;747,35;2,29;1,13;12,26;102,56;908;1060;1070;562;17,84140969;0,943396226;104,9710983;123,699422;63;86;41;87;61;295;257;180;7;11;9;8;3;55;41;62;55;-14;56;48;33;0;0;0;0;0;0;0;0;0;0;0;87;60;27;7;0;16;Х;Х;16;62;71,26436782;478;453;94,76987448;-391;0;2;6;4;0;1;13;13;92;30;310;Х;6;13;0;0;0;1092;100;1092;100;1092;100;Х;95,3;1;Х;11;11;2;2;0;0;2;0;0;2;325;465;11;131;323;2608;0;0;0;6;4;2;4;0;0;0;0;0;0;3;476;16135,636;33898,39496;2437,992;5121,831933;531;494,4134078;13595;25602,63653;713,902;19,813;71,373;106,249;514,687;300,0151423;300;300,0021678;659,7985213;265,9279113;711,9057301;262,5577982;309,3839038
